ENSMUSP00000000356	ENSP00000448051
ENSMUSP00000082490	ENSP00000262265
ENSMUSP00000029674	ENSP00000414378
ENSMUSP00000068184	ENSP00000354206
ENSMUSP00000071619	ENSP00000290246
ENSMUSP00000041300	ENSP00000345767
ENSMUSP00000065940	ENSP00000296503
ENSMUSP00000002079	ENSP00000442736
ENSMUSP00000051731	ENSP00000352288
ENSMUSP00000037774	ENSP00000341280
ENSMUSP00000043903	ENSP00000392028
ENSMUSP00000020123	ENSP00000266732
ENSMUSP00000014578	ENSP00000308938
ENSMUSP00000032754	ENSP00000332204
ENSMUSP00000030733	ENSP00000294409
ENSMUSP00000005601	ENSP00000263379
ENSMUSP00000018767	ENSP00000260227
ENSMUSP00000017881	ENSP00000361405
ENSMUSP00000099710	ENSP00000225737
ENSMUSP00000029069	ENSP00000398124
ENSMUSP00000030811	ENSP00000366702
ENSMUSP00000099404	ENSP00000244007
ENSMUSP00000100012	ENSP00000262904
ENSMUSP00000033160	ENSP00000311962
ENSMUSP00000099434	ENSP00000345571
ENSMUSP00000078198	ENSP00000374036
ENSMUSP00000048469	ENSP00000363018
ENSMUSP00000030698	ENSP00000363054
ENSMUSP00000099621	ENSP00000363021
ENSMUSP00000072212	ENSP00000324956
ENSMUSP00000127842	ENSP00000351926
ENSMUSP00000113342	ENSP00000321345
ENSMUSP00000007216	ENSP00000292807
ENSMUSP00000003038	ENSP00000413234
ENSMUSP00000022196	ENSP00000255194
ENSMUSP00000020420	ENSP00000344055
ENSMUSP00000030124	ENSP00000334547
ENSMUSP00000050047	ENSP00000355249
ENSMUSP00000030090	ENSP00000386284
ENSMUSP00000077219	ENSP00000259075
ENSMUSP00000128401	ENSP00000346206
ENSMUSP00000052717	ENSP00000300101
ENSMUSP00000032066	ENSP00000295400
ENSMUSP00000023813	ENSP00000266987
ENSMUSP00000000756	ENSP00000307889
ENSMUSP00000105743	ENSP00000338185
ENSMUSP00000038138	ENSP00000356234
ENSMUSP00000032879	ENSP00000260056
ENSMUSP00000067877	ENSP00000333919
ENSMUSP00000033805	ENSP00000217958
ENSMUSP00000026328	ENSP00000368646
ENSMUSP00000050353	ENSP00000343477
ENSMUSP00000043087	ENSP00000262653
ENSMUSP00000125415	ENSP00000315702
ENSMUSP00000023673	ENSP00000300305
ENSMUSP00000109201	ENSP00000360493
ENSMUSP00000074922	ENSP00000341940
ENSMUSP00000039418	ENSP00000256474
ENSMUSP00000070958	ENSP00000273430
ENSMUSP00000099583	ENSP00000260402
ENSMUSP00000033846	ENSP00000314897
ENSMUSP00000071989	ENSP00000256442
ENSMUSP00000137931	ENSP00000368678
ENSMUSP00000044612	ENSP00000268489
ENSMUSP00000023356	ENSP00000020945
ENSMUSP00000018122	ENSP00000398481
ENSMUSP00000022693	ENSP00000305714
ENSMUSP00000099509	ENSP00000317123
ENSMUSP00000006749	ENSP00000262418
ENSMUSP00000127373	ENSP00000278888
ENSMUSP00000090564	ENSP00000364475
ENSMUSP00000072709	ENSP00000219833
ENSMUSP00000044502	ENSP00000365147
ENSMUSP00000129463	ENSP00000256925
ENSMUSP00000028408	ENSP00000264108
ENSMUSP00000022793	ENSP00000262710
ENSMUSP00000034745	ENSP00000288235
ENSMUSP00000020106	ENSP00000279873
ENSMUSP00000099073	ENSP00000341170
ENSMUSP00000048120	ENSP00000286523
ENSMUSP00000021063	ENSP00000348442
ENSMUSP00000014290	ENSP00000365411
ENSMUSP00000032998	ENSP00000433821
ENSMUSP00000032331	ENSP00000332549
ENSMUSP00000051845	ENSP00000355205
ENSMUSP00000022104	ENSP00000309572
ENSMUSP00000003754	ENSP00000307508
ENSMUSP00000044359	ENSP00000446880
ENSMUSP00000015645	ENSP00000012134
ENSMUSP00000051248	ENSP00000309031
ENSMUSP00000124043	ENSP00000418648
ENSMUSP00000101713	ENSP00000461785
ENSMUSP00000059395	ENSP00000253039
ENSMUSP00000041288	ENSP00000333012
ENSMUSP00000034150	ENSP00000262995
ENSMUSP00000083587	ENSP00000264832
ENSMUSP00000032371	ENSP00000261195
ENSMUSP00000080579	ENSP00000386881
ENSMUSP00000019616	ENSP00000221980
ENSMUSP00000004327	ENSP00000377192
ENSMUSP00000099991	ENSP00000344220
ENSMUSP00000041447	ENSP00000420927
ENSMUSP00000099501	ENSP00000343001
ENSMUSP00000055602	ENSP00000263805
ENSMUSP00000052181	ENSP00000350018
ENSMUSP00000005839	ENSP00000360181
ENSMUSP00000030726	ENSP00000362937
ENSMUSP00000003268	ENSP00000269886
ENSMUSP00000055122	ENSP00000338481
ENSMUSP00000054837	ENSP00000354586
ENSMUSP00000026474	ENSP00000228682
ENSMUSP00000025522	ENSP00000261799
ENSMUSP00000106137	ENSP00000379258
ENSMUSP00000003850	ENSP00000263370
ENSMUSP00000033176	ENSP00000268379
ENSMUSP00000074533	ENSP00000351524
ENSMUSP00000059927	ENSP00000360992
ENSMUSP00000083497	ENSP00000261726
ENSMUSP00000099908	ENSP00000272317
ENSMUSP00000043957	ENSP00000374309
ENSMUSP00000115882	ENSP00000237380
ENSMUSP00000022140	ENSP00000347379
ENSMUSP00000099368	ENSP00000365745
ENSMUSP00000028225	ENSP00000210313
ENSMUSP00000030588	ENSP00000257118
ENSMUSP00000072729	ENSP00000309457
ENSMUSP00000043909	ENSP00000345702
ENSMUSP00000091329	ENSP00000237172
ENSMUSP00000018094	ENSP00000312987
ENSMUSP00000076576	ENSP00000314151
ENSMUSP00000102538	ENSP00000358525
ENSMUSP00000041370	ENSP00000357644
ENSMUSP00000096728	ENSP00000362410
ENSMUSP00000003536	ENSP00000314343
ENSMUSP00000089792	ENSP00000391432
ENSMUSP00000031653	ENSP00000282397
ENSMUSP00000031227	ENSP00000340796
ENSMUSP00000001569	ENSP00000365569
ENSMUSP00000046557	ENSP00000360021
ENSMUSP00000014743	ENSP00000327513
ENSMUSP00000055104	ENSP00000248244
ENSMUSP00000078806	ENSP00000420418
ENSMUSP00000098365	ENSP00000225388
ENSMUSP00000018755	ENSP00000253754
ENSMUSP00000077273	ENSP00000368767
ENSMUSP00000033468	ENSP00000250617
ENSMUSP00000037544	ENSP00000377280
ENSMUSP00000106865	ENSP00000371693
ENSMUSP00000028238	ENSP00000362946
ENSMUSP00000025109	ENSP00000350333
ENSMUSP00000039500	ENSP00000370557
ENSMUSP00000015239	ENSP00000313034
ENSMUSP00000054343	ENSP00000372295
ENSMUSP00000099487	ENSP00000370589
ENSMUSP00000047387	ENSP00000404179
ENSMUSP00000042266	ENSP00000263710
ENSMUSP00000021004	ENSP00000311837
ENSMUSP00000033720	ENSP00000369424
ENSMUSP00000039269	ENSP00000365439
ENSMUSP00000020927	ENSP00000305193
ENSMUSP00000023050	ENSP00000216160
ENSMUSP00000041118	ENSP00000250448
ENSMUSP00000040741	ENSP00000248566
ENSMUSP00000104418	ENSP00000355675
ENSMUSP00000066901	ENSP00000333193
ENSMUSP00000018407	ENSP00000309913
ENSMUSP00000037613	ENSP00000221801
ENSMUSP00000028758	ENSP00000260386
ENSMUSP00000022946	ENSP00000254878
ENSMUSP00000034560	ENSP00000311344
ENSMUSP00000026662	ENSP00000308750
ENSMUSP00000040944	ENSP00000224950
ENSMUSP00000015612	ENSP00000364163
ENSMUSP00000028278	ENSP00000386541
ENSMUSP00000021956	ENSP00000422753
ENSMUSP00000057664	ENSP00000262646
ENSMUSP00000058936	ENSP00000342143
ENSMUSP00000089464	ENSP00000347134
ENSMUSP00000006181	ENSP00000263354
ENSMUSP00000026292	ENSP00000262854
ENSMUSP00000043142	ENSP00000360112
ENSMUSP00000022986	ENSP00000428205
ENSMUSP00000019323	ENSP00000327070
ENSMUSP00000021428	ENSP00000261531
ENSMUSP00000107230	ENSP00000382895
ENSMUSP00000021379	ENSP00000308533
ENSMUSP00000021572	ENSP00000263150
ENSMUSP00000044990	ENSP00000329933
ENSMUSP00000070229	ENSP00000351552
ENSMUSP00000021239	ENSP00000225972
ENSMUSP00000019067	ENSP00000293777
ENSMUSP00000002979	ENSP00000222399
ENSMUSP00000018748	ENSP00000257566
ENSMUSP00000000312	ENSP00000261769
ENSMUSP00000046843	ENSP00000353735
ENSMUSP00000037735	ENSP00000362656
ENSMUSP00000000109	ENSP00000325660
ENSMUSP00000030791	ENSP00000262188
ENSMUSP00000034443	ENSP00000289746
ENSMUSP00000000642	ENSP00000290573
ENSMUSP00000015858	ENSP00000271688
ENSMUSP00000087562	ENSP00000263207
ENSMUSP00000029155	ENSP00000337168
ENSMUSP00000017549	ENSP00000268766
ENSMUSP00000039394	ENSP00000349351
ENSMUSP00000070279	ENSP00000238146
ENSMUSP00000000476	ENSP00000257290
ENSMUSP00000022227	ENSP00000242872
ENSMUSP00000007266	ENSP00000364813
ENSMUSP00000030471	ENSP00000343298
ENSMUSP00000074969	ENSP00000310697
ENSMUSP00000023666	ENSP00000315700
ENSMUSP00000023064	ENSP00000216029
ENSMUSP00000022960	ENSP00000220849
ENSMUSP00000072091	ENSP00000347427
ENSMUSP00000002289	ENSP00000366819
ENSMUSP00000024755	ENSP00000185206
ENSMUSP00000022821	ENSP00000326219
ENSMUSP00000070662	ENSP00000253571
